catalog,HIP,n_HIP,Sn,So,RArad,DErad,Plx,e_Plx,pmRA,pmDE,Hpmag,B-V,HIP1,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count,cohorts,cohort_ranks,official_best_gaia_ids,has_official_best_neighbour,fis_supplemental_gaia_ids,has_fis_supplemental_match,any_gaia_hip_gaia_ids,has_any_gaia_hip_match,official_neighbourhood_gaia_ids
hipparcos2,14632,,5,0,47.2620139,49.61350017,94.87,0.23,1262.41,-91.5,4.1758,0.595,HIP1,1265.7216353132312,10.54074,0.0024243703,,0,high_pm;nearest,high_pm:128;nearest:211,436648129327098496,True,,False,436648129327098496,True,436648129327098496
hipparcos2,14668,,5,0,47.37345501,44.85788919,28.93,0.21,172.99,-143.4,3.9564,0.98,HIP1,224.69779727447263,34.566193,0.0072589004,,0,brightest,brightest:461,,False,433103132037681536,True,433103132037681536,True,
hipparcos2,14754,,5,0,47.62898318,-68.6006885,97.66,1.85,42.0,-103.77,11.4447,0.025,HIP1,111.94736665058272,10.239607,0.018943273,,0,nearest,nearest:200,4646535078125821568,True,,False,4646535078125821568,True,4646535078125821568
hipparcos2,15234,,5,0,49.10944303,38.10145539,31.95,2.41,740.2,-1062.68,10.7766,1.188,HIP1,1295.061706020219,31.298904,0.07543036,,0,high_pm,high_pm:123,235423517026072960,True,,False,235423517026072960,True,235423517026072960
hipparcos2,15330,,5,0,49.43528835,-62.57689909,83.28,0.2,1337.57,649.12,5.6405,0.641,HIP1,1486.7583123359357,12.007685,0.002401537,,0,high_pm;nearest,high_pm:85;nearest:292,4722111590409480064,True,,False,4722111590409480064,True,4722111590409480064
hipparcos2,15332,,5,0,49.43638243,25.25264627,46.29,2.98,784.13,-365.36,11.877,1.46,HIP1,865.0709719439209,21.602938,0.06437676,,0,high_pm,high_pm:284,111379432679196672,True,,False,111379432679196672,True,111379432679196672
hipparcos2,15366,,5,0,49.52978835,38.25345781,60.5,2.2,444.95,-570.94,10.3288,1.449,HIP1,723.8459684905346,16.528925,0.03636364,,0,high_pm,high_pm:442,235383247412615936,True,,False,235383247412615936,True,235383247412615936
hipparcos2,15371,,5,0,49.54640433,-62.50793544,83.11,0.19,1330.74,647.11,5.3533,0.6,HIP1,1479.7365642910904,12.032247,0.0022861268,,0,high_pm;nearest,high_pm:87;nearest:294,4722135642226902656,True,,False,4722135642226902656,True,4722135642226902656
hipparcos2,15495,,5,0,49.91487081,33.60000942,21.67,1.3,404.35,-556.99,9.8194,0.834,HIP1,688.2853932781081,46.146748,0.059990767,,0,high_pm,high_pm:497,125820586283986816,True,,False,125820586283986816,True,125820586283986816
hipparcos2,15510,,5,0,49.97176989,-43.07154908,165.47,0.19,3038.34,726.58,4.395,0.711,HIP1,3124.008394995122,6.0433917,0.0011482444,,0,high_pm;nearest,high_pm:22;nearest:73,,False,4847957293278177024,True,4847957293278177024,True,
hipparcos2,15638,,5,0,50.33502965,79.96656518,71.21,1.56,409.92,284.75,11.2459,1.59,HIP1,499.11618777595265,14.042972,0.021907035,,0,nearest,nearest:408,567659818855055488,True,,False,567659818855055488,True,567659818855055488
hipparcos2,15919,,5,0,51.24944097,-5.36188739,64.97,0.71,-229.29,-769.01,7.9979,1.153,HIP1,802.4651295850805,15.391719,0.01092812,,0,high_pm,high_pm:347,5170039467784804096,True,,False,5170039467784804096,True,5170039467784804096
hipparcos2,16209,,5,0,52.21798921,37.3850355,39.32,2.24,1120.74,-1065.92,11.195,1.314,HIP1,1546.687943316298,25.43235,0.056968465,,0,high_pm,high_pm:81,222749343414443648,True,,False,222749343414443648,True,222749343414443648
hipparcos2,16404,,5,0,52.81516995,66.73287513,17.2,1.62,1191.16,-1064.21,10.0419,0.667,HIP1,1597.3118260690367,58.139534,0.094186045,,0,high_pm,high_pm:76,491805851686912000,True,,False,491805851686912000,True,491805851686912000
hipparcos2,16536,,5,0,53.23380429,-44.70227038,93.11,1.94,-311.53,131.98,11.5077,1.56,HIP1,338.333653809372,10.7399845,0.020835571,,0,nearest,nearest:224,4846689899968623744,True,,False,4846689899968623744,True,4846689899968623744
hipparcos2,16711,,5,0,53.75243433,-48.4198891,73.49,0.71,404.71,308.13,8.6835,1.31,HIP1,508.6592975656692,13.607294,0.009661178,,0,nearest,nearest:379,4833654227548585856,True,,False,4833654227548585856,True,4833654227548585856
hipparcos2,16852,,5,0,54.21882882,0.40283325,71.62,0.54,-232.6,-481.92,4.4104,0.575,HIP1,535.1164792827819,13.96258,0.0075397934,,0,nearest,nearest:402,3263836568394170880,True,,False,3263836568394170880,True,3263836568394170880
hipparcos2,17147,,5,0,55.09025617,-3.21646076,39.12,0.56,689.15,-213.18,6.8016,0.554,HIP1,721.3691391375154,25.562372,0.014314929,,0,high_pm,high_pm:445,3250489115709122560,True,,False,3250489115709122560,True,3250489115709122560
hipparcos2,17378,,5,0,55.81231675,-9.76519869,110.61,0.22,-93.16,743.64,3.6796,0.915,HIP1,749.4526237194717,9.040773,0.0019889702,,0,nearest;brightest;high_pm,nearest:151;brightest:321;high_pm:410,5164120762333028736,True,,False,5164120762333028736,True,5164120762333028736
hipparcos2,17420,,5,0,55.97979809,-19.11127982,71.69,0.67,309.9,157.77,7.2372,0.927,HIP1,347.74902285987804,13.948946,0.009345794,,0,nearest,nearest:401,5107106033552702208,True,,False,5107106033552702208,True,5107106033552702208
hipparcos2,17499,,5,0,56.21884818,24.1134484,8.06,0.25,20.84,-46.06,3.6857,-0.105,HIP1,50.55520942494453,124.06947,0.031017369,,0,brightest,brightest:325,65271996684817280,True,,False,65271996684817280,True,65271996684817280
hipparcos2,17529,,5,0,56.29851451,42.57854465,5.86,0.22,-14.45,2.53,3.8717,0.425,HIP1,14.669812541406246,170.64845,0.03754266,,0,brightest,brightest:413,,False,243276881910517120,True,243276881910517120,True,
hipparcos2,17573,,5,0,56.45663811,24.36785797,8.51,0.28,20.95,-45.98,3.8591,-0.063,HIP1,50.5278428195782,117.50881,0.032902468,,0,brightest,brightest:404,65283232316451328,True,,False,65283232316451328,True,65283232316451328
hipparcos2,17609,,5,0,56.5828679,26.21598235,67.8,2.06,385.2,-200.78,9.677,1.437,HIP1,434.38651958825795,14.749262,0.030383479,,0,nearest,nearest:469,70051608089857536,True,,False,70051608089857536,True,70051608089857536
hipparcos2,17702,,5,0,56.87110081,24.10524179,8.09,0.42,19.34,-43.67,2.848,-0.086,HIP1,47.76090974845433,123.60939,0.051915944,,0,brightest,brightest:132,66714384142368256,True,,False,66714384142368256,True,66714384142368256
hipparcos2,18180,,5,0,58.33331686,-37.06378407,38.99,2.92,-411.85,-1083.39,12.2281,1.45,HIP1,1159.0316279549925,25.6476,0.07489099,,0,high_pm,high_pm:161,4857520536178521344,True,,False,4857520536178521344,True,4857520536178521344
hipparcos2,18246,,5,0,58.5329938,31.88365779,4.34,0.19,5.77,-9.92,2.898,0.271,HIP1,11.476031544048665,230.41473,0.0437788,,0,brightest,brightest:139,168726523212358272,True,,False,168726523212358272,True,168726523212358272
hipparcos2,18532,,5,0,59.46342225,40.01027312,5.11,0.23,14.06,-23.78,2.8348,-0.199,HIP1,27.625567867466543,195.69472,0.045009784,,0,brightest,brightest:130,,False,229898024422755840,True,229898024422755840,True,
hipparcos2,18724,,5,0,60.17008546,12.49037559,6.74,0.17,-8.02,-14.42,3.3774,-0.099,HIP1,16.500206059319382,148.36795,0.025222553,,0,brightest,brightest:241,3305012316783533056,True,,False,3305012316783533056,True,3305012316783533056
hipparcos2,18907,,5,0,60.78907039,5.98930896,27.89,0.19,4.72,-3.78,3.9203,0.032,HIP1,6.047048867009427,35.855145,0.0068124775,,0,brightest,brightest:436,3297007356736766080,True,,False,3297007356736766080,True,3297007356736766080
hipparcos2,18915,,5,0,60.80733733,35.2765946,54.68,0.92,1732.84,-1365.72,8.6392,0.863,HIP1,2206.3375952016045,18.288221,0.016825166,,0,high_pm,high_pm:42,219057458247921536,True,,False,219057458247921536,True,219057458247921536
hipparcos2,19143,,5,0,61.54702782,32.95288356,27.35,1.75,681.13,-831.74,10.1276,0.964,HIP1,1075.0486056453449,36.563072,0.06398538,,0,high_pm,high_pm:182,170216567626711296,True,,False,170216567626711296,True,170216567626711296
hipparcos2,19165,,5,0,61.64503735,-20.85122607,43.25,1.61,51.9,-780.04,9.8009,1.206,HIP1,781.764677892267,23.121387,0.037225433,,0,high_pm,high_pm:365,5091077112524265344,True,,False,5091077112524265344,True,5091077112524265344
hipparcos2,19337,,5,0,62.15428965,33.63672977,74.37,2.71,523.58,125.35,10.2502,1.495,HIP1,538.3759271178458,13.446281,0.036439423,,0,nearest,nearest:371,170639948323693952,True,,False,170639948323693952,True,170639948323693952
hipparcos2,19343,,5,0,62.1653055,47.71259362,6.84,0.16,21.73,-33.61,3.9864,-0.025,HIP1,40.02280599858036,146.19882,0.023391811,,0,brightest,brightest:473,246137776809763712,True,,False,246137776809763712,True,246137776809763712
hipparcos2,19394,,5,0,62.31102173,-53.37511296,66.69,1.82,1041.43,583.01,11.8581,1.48,HIP1,1193.5146019215686,14.994751,0.027290449,,0,high_pm;nearest,high_pm:149;nearest:487,4780294722094459904,True,,False,4780294722094459904,True,4780294722094459904
hipparcos2,19747,,5,0,63.50033879,-42.29387282,28.36,0.12,42.02,-203.55,4.0124,1.085,HIP1,207.84196616660458,35.26093,0.0042313114,,0,brightest,brightest:489,4840356816072211712,True,,False,4840356816072211712,True,4840356816072211712
hipparcos2,19780,,5,0,63.60596318,-62.47397892,20.18,0.1,41.97,49.42,3.4953,0.915,HIP1,64.83685140412048,49.554012,0.004955401,,0,brightest,brightest:266,,False,4676528209144882304,True,4676528209144882304,True,
hipparcos2,19849,,5,0,63.82349253,-7.64455857,200.62,0.23,-2240.12,-3420.27,4.5615,0.82,HIP1,4088.5675348830914,4.984548,0.0011464461,,0,high_pm;nearest,high_pm:12;nearest:41,,False,3195919528989223040,True,3195919528989223040,True,
hipparcos2,19884,,5,0,63.98389895,-53.31077104,76.66,0.48,784.67,396.69,7.7655,1.115,HIP1,879.2439735363558,13.044612,0.0062614135,,0,high_pm;nearest,high_pm:273;nearest:349,4780166972587269120,True,,False,4780166972587269120,True,4780166972587269120
hipparcos2,20042,,5,0,64.4734105,-33.79833154,18.33,0.15,62.52,-7.24,3.5167,-0.108,HIP1,62.93781057520194,54.555374,0.008183306,,0,brightest,brightest:275,4870527586937201408,True,,False,4870527586937201408,True,4870527586937201408
hipparcos2,20205,,5,0,64.94805797,15.6277001,20.19,0.32,115.46,-23.42,3.8123,0.981,HIP1,117.811323734181,49.52947,0.01584943,,0,brightest,brightest:376,3312052249215275904,True,,False,3312052249215275904,True,3312052249215275904
hipparcos2,20885,,5,0,67.14346811,15.9622172,21.13,0.27,104.97,-15.14,4.0043,0.952,HIP1,106.05621386792949,47.32608,0.012778042,,0,brightest,brightest:483,,False,,False,,False,
hipparcos2,20889,,5,0,67.15388847,19.18052103,22.24,0.25,106.19,-37.84,3.6992,1.014,HIP1,112.73057127505386,44.964027,0.011241008,,0,brightest,brightest:330,48026706558487040,True,,False,48026706558487040,True,48026706558487040
hipparcos2,20917,,5,0,67.25069213,21.92227518,87.78,0.97,-65.7,174.33,8.4228,1.363,HIP1,186.29932608573765,11.392117,0.011050354,,0,nearest,nearest:260,145421309108301184,True,,False,145421309108301184,True,145421309108301184
hipparcos2,21000,,5,0,67.55216597,5.29852743,93.67,7.62,97.46,119.01,9.971,0.6,HIP1,153.8240283570808,10.6757765,0.08134942,,0,nearest,nearest:217,3285409673726608768,True,,False,3285409673726608768,True,3285409673726608768
hipparcos2,21393,,5,0,68.88779881,-30.56231068,15.25,0.19,-49.27,-12.72,3.973,0.957,HIP1,50.885472386526985,65.57377,0.012459016,,0,brightest,brightest:468,4878631812268014464,True,,False,4878631812268014464,True,4878631812268014464
hipparcos2,21444,,5,0,69.07975228,-3.35244801,4.83,0.19,1.53,-5.01,3.8713,-0.21,HIP1,5.238415791057445,207.03934,0.039337475,,0,brightest,brightest:411,3204884534485995264,True,,False,3204884534485995264,True,3204884534485995264
hipparcos2,21553,,5,0,69.41931782,52.89476981,98.91,1.01,305.54,-475.51,8.7011,1.423,HIP1,565.2118644366907,10.110201,0.010211303,,0,nearest,nearest:192,272855565763652480,True,,False,272855565763652480,True,272855565763652480
hipparcos2,21556,,5,0,69.4250032,-11.0384046,90.1,1.74,-225.75,-192.57,10.378,1.505,HIP1,296.7259129230206,11.09878,0.019311877,,0,nearest,nearest:244,3184351876391975808,True,,False,3184351876391975808,True,3184351876391975808
hipparcos2,21609,,5,0,69.58905131,-65.41904127,17.27,0.88,732.34,1249.7,9.9787,0.639,HIP1,1448.4722867904654,57.903877,0.05095541,,0,high_pm,high_pm:97,4662889729476972416,True,,False,4662889729476972416,True,4662889729476972416
hipparcos2,21932,,5,0,70.73070769,18.96088079,107.83,2.85,656.85,-1116.2,10.0029,1.523,HIP1,1295.1271607452297,9.273857,0.026430491,,0,high_pm;nearest,high_pm:122;nearest:162,3409711211681795584,True,,False,3409711211681795584,True,3409711211681795584
hipparcos2,22109,,5,0,71.37558779,-3.25462486,6.25,0.19,15.94,-14.52,3.9696,-0.148,HIP1,21.56186448338826,160.0,0.0304,,0,brightest,brightest:466,3225773709225508736,True,,False,3225773709225508736,True,3225773709225508736
hipparcos2,22263,,5,0,71.90088412,-16.93486735,75.32,0.36,130.04,169.27,5.6184,0.632,HIP1,213.45429136000055,13.276687,0.004779607,,0,nearest,nearest:365,2980492387558410112,True,,False,2980492387558410112,True,2980492387558410112
hipparcos2,22449,,5,0,72.45890914,6.96124728,123.94,0.17,464.06,11.21,3.2862,0.484,HIP1,464.19537664651506,8.06842,0.0013716314,,0,nearest;brightest,nearest:115;brightest:217,3288921720025503360,True,,False,3288921720025503360,True,3288921720025503360
hipparcos2,22627,,5,0,73.02350682,6.47729302,81.38,4.04,142.98,-309.39,11.9318,1.59,HIP1,340.83053340333225,12.288032,0.049643647,,0,nearest,nearest:307,3288082758293022848,True,,False,3288082758293022848,True,3288082758293022848
hipparcos2,23015,,5,0,74.24840149,33.16613574,6.61,0.38,6.79,-14.88,2.8337,1.49,HIP1,16.35599278552054,151.28593,0.05748865,,0,brightest,brightest:129,160886283751041408,True,,False,160886283751041408,True,160886283751041408
hipparcos2,23311,,5,0,75.20282187,-5.75097911,114.84,0.5,550.12,-1109.23,6.363,1.049,HIP1,1238.153143718498,8.7077675,0.0043538837,,0,high_pm;nearest,high_pm:135;nearest:136,3211461469444773376,True,,False,3211461469444773376,True,3211461469444773376
hipparcos2,23437,,5,0,75.57128052,-56.08231507,44.48,0.36,-45.43,731.74,7.1536,0.636,HIP1,733.1489019974047,22.482014,0.008093526,,0,high_pm,high_pm:433,,False,,False,,False,
hipparcos2,23512,,5,0,75.83426681,-17.37245256,108.61,2.66,-226.51,-447.19,11.7522,1.661,HIP1,501.28402747344745,9.207255,0.024491299,,0,nearest,nearest:158,2976850598890749824,True,,False,2976850598890749824,True,2976850598890749824
hipparcos2,23518,,5,0,75.84430722,53.13220628,73.41,1.97,1302.97,-1538.36,10.0286,1.389,HIP1,2016.0065254110661,13.622122,0.02683558,,0,high_pm;nearest,high_pm:47;nearest:381,266846631637524864,True,,False,266846631637524864,True,266846631637524864
hipparcos2,23685,,5,0,76.36521684,-22.37085672,15.29,0.19,21.13,-73.11,3.3215,1.46,HIP1,76.10222729986292,65.40222,0.012426422,,0,brightest,brightest:227,,False,2962546605447869184,True,2962546605447869184,True,
hipparcos2,23693,,5,0,76.37787653,-57.47298941,85.87,0.18,-30.97,117.22,4.8191,0.526,HIP1,121.24219273833677,11.645511,0.002096192,,0,nearest,nearest:273,4763906879239461632,True,,False,4763906879239461632,True,4763906879239461632
hipparcos2,23708,,5,0,76.44753223,-57.55412263,85.77,0.89,-31.19,118.48,9.0206,1.386,HIP1,122.51663764566835,11.659089,0.010376588,,0,nearest,nearest:274,4763897739549071744,True,,False,4763897739549071744,True,4763897739549071744
hipparcos2,23767,,5,0,76.62862074,41.23464072,13.4,0.2,31.45,-67.87,3.116,-0.148,HIP1,74.80266973845252,74.62687,0.014925374,,0,brightest,brightest:181,201261278441958656,True,,False,201261278441958656,True,201261278441958656
hipparcos2,23932,,5,0,77.144734,-18.16864524,107.85,2.1,502.99,-1399.76,10.2527,1.52,HIP1,1487.3893228405266,9.272138,0.019471487,,0,high_pm;nearest,high_pm:84;nearest:161,,False,2976507997939000064,True,2976507997939000064,True,
hipparcos2,24186,,5,0,77.89672072,-45.00448692,255.66,0.91,6505.08,-5730.84,8.932,1.543,HIP1,8669.405568549668,3.911445,0.003559415,,0,high_pm;nearest,high_pm:2;nearest:22,4810594479418041856,True,,False,4810594479418041856,True,4810594479418041856
hipparcos2,24316,,5,0,78.2674806,-59.64688142,14.72,0.86,936.93,515.24,9.5351,0.503,HIP1,1069.256789784381,67.934784,0.058423914,,0,high_pm,high_pm:187,4761346872572913408,True,,False,4761346872572913408,True,4761346872572913408
hipparcos2,24436,,5,0,78.63446385,-8.20163958,3.78,0.34,1.31,0.5,0.193,-0.03,HIP1,1.4021768789992224,264.55026,0.08994709,,0,brightest,brightest:6,,False,,False,,False,
hipparcos2,24674,,5,0,79.40166213,-6.84438593,6.6,0.15,-17.61,-9.24,3.5544,-0.115,HIP1,19.886922838890886,151.51515,0.022727273,,0,brightest,brightest:284,3207534529304666240,True,,False,3207534529304666240,True,3207534529304666240
hipparcos2,24813,,5,0,79.7836601,40.1006672,79.17,0.28,518.99,-665.06,4.8232,0.63,HIP1,843.596718639896,12.631047,0.0035366933,,0,high_pm;nearest,high_pm:307;nearest:327,188771135583573504,True,,False,188771135583573504,True,188771135583573504
hipparcos2,25220,,5,0,80.90927581,17.3241305,71.0,1.34,253.93,-5.22,8.0588,1.104,HIP1,253.98364770197313,14.084507,0.01887324,,0,nearest,nearest:412,3394298532176344960,True,,False,3394298532176344960,True,3394298532176344960
hipparcos2,25278,,5,0,81.10545976,17.38355182,69.51,0.38,251.05,-7.99,5.1149,0.544,HIP1,251.17711400523737,14.386418,0.0054668393,,0,nearest,nearest:440,3400292798990117888,True,,False,3400292798990117888,True,3400292798990117888
hipparcos2,25428,,5,0,81.57290832,28.60787362,24.36,0.34,22.76,-173.58,1.6151,-0.13,HIP1,175.06579905852544,41.050903,0.013957307,,0,brightest,brightest:27,,False,,False,,False,
hipparcos2,25578,,5,0,82.00110464,9.64577363,113.5,5.01,-190.3,-759.45,12.4665,1.653,HIP1,782.9293662266093,8.810573,0.044140972,,0,nearest;high_pm,nearest:140;high_pm:362,3338097377577012480,True,,False,3338097377577012480,True,3338097377577012480
hipparcos2,25606,,5,0,82.06135954,-20.759232,20.34,0.18,-5.02,-86.01,2.9674,0.807,HIP1,86.15637237024318,49.164207,0.0088495575,,0,brightest,brightest:158,2968097043227107840,True,,False,2968097043227107840,True,2968097043227107840
hipparcos2,25623,,5,0,82.10948147,-3.4976177,76.8,0.76,-307.23,-797.21,7.7785,1.113,HIP1,854.3617834383746,13.020833,0.009895833,,0,high_pm;nearest,high_pm:297;nearest:348,3210731015768096000,True,,False,3210731015768096000,True,3210731015768096000
hipparcos2,25878,,5,0,82.86229427,-3.67214231,176.77,1.18,761.86,-2093.6,8.0146,1.474,HIP1,2227.911941617083,5.6570683,0.0066753402,,0,high_pm;nearest,high_pm:41;nearest:55,3209938366665770752,True,,False,3209938366665770752,True,3209938366665770752
hipparcos2,25953,,5,0,83.06151178,9.82134095,78.16,3.7,-178.35,-219.16,11.512,1.637,HIP1,282.5594240155511,12.794268,0.04733879,,0,nearest,nearest:337,3338162729799839104,True,,False,3338162729799839104,True,3338162729799839104
hipparcos2,25985,,5,0,83.18255807,-17.82229214,1.47,0.14,3.56,1.18,2.6426,0.211,HIP1,3.7504666376332425,680.2721,0.0952381,,0,brightest,brightest:107,2971266110612490624,True,,False,2971266110612490624,True,2971266110612490624
hipparcos2,26335,,5,0,84.12913401,11.3280058,88.97,1.02,-5.94,-56.71,8.9163,1.415,HIP1,57.02023938918531,11.239743,0.011464538,,0,nearest,nearest:250,3339921875389105152,True,,False,3339921875389105152,True,3339921875389105152
hipparcos2,26394,,5,0,84.28663594,-80.4716744,54.6,0.21,312.01,1050.38,5.7855,0.6,HIP1,1095.7410207252442,18.31502,0.0038461538,,0,high_pm,high_pm:175,4623036865373793408,True,,False,4623036865373793408,True,4623036865373793408
hipparcos2,26779,,5,0,85.33472088,53.48233039,81.45,0.54,1.82,-523.99,6.354,0.84,HIP1,523.9931607378096,12.277472,0.006629835,,0,nearest,nearest:305,263916708025623680,True,,False,263916708025623680,True,263916708025623680
hipparcos2,26801,,5,0,85.37802795,53.49105785,80.4,1.69,1.13,-517.75,9.7993,1.473,HIP1,517.7512331226262,12.437811,0.0210199,,0,nearest,nearest:319,263916742385357056,True,,False,263916742385357056,True,263916742385357056
hipparcos2,26857,,5,0,85.53363523,12.49315469,171.55,3.99,2000.53,-1569.63,11.4553,1.675,HIP1,2542.8052654106255,5.829204,0.023258524,,0,high_pm;nearest,high_pm:30;nearest:60,3340477717172813568,True,,False,3340477717172813568,True,3340477717172813568
hipparcos2,27072,,5,0,86.11656244,-22.44748675,112.02,0.18,-291.67,-368.97,3.6977,0.481,HIP1,470.32993717176885,8.926977,0.001606856,,0,nearest;brightest,nearest:147;brightest:329,2964000159821218432,True,,False,2964000159821218432,True,2964000159821218432
hipparcos2,27080,,5,0,86.13520681,-70.14658233,38.61,0.65,-309.21,1238.39,8.209,0.76,HIP1,1276.4092667322657,25.900026,0.016835015,,0,high_pm,high_pm:126,4657193606465368704,True,,False,4657193606465368704,True,4657193602116524288;4657193606465368704
hipparcos2,27188,,5,0,86.44959575,62.23868556,72.84,0.96,296.12,-785.59,9.1138,1.379,HIP1,839.5467244293197,13.728722,0.013179572,,0,high_pm;nearest,high_pm:313;nearest:390,283569928616960768,True,,False,283569928616960768,True,283569928616960768
hipparcos2,27207,,5,0,86.50636924,37.2858875,45.76,0.76,486.82,-509.74,7.4852,0.833,HIP1,704.8606812697102,21.853148,0.016608393,,0,high_pm,high_pm:470,3456337827237371264,True,,False,3456337827237371264,True,3456337827237371264
hipparcos2,27288,,5,0,86.73895722,-14.82194738,46.28,0.16,-14.54,-1.07,3.5778,0.104,HIP1,14.57931754232687,21.607607,0.003457217,,0,brightest,brightest:290,2996171698248699904,True,,False,2996171698248699904,True,2996171698248699904
hipparcos2,27321,,5,0,86.82118072,-51.06671341,51.44,0.12,4.65,83.1,3.9077,0.171,HIP1,83.22999759702026,19.440125,0.002332815,,0,brightest,brightest:429,4792774797545800832,True,,False,4792774797545800832,True,4792774797545800832
hipparcos2,27359,,5,0,86.91676169,-36.32826617,66.54,1.43,768.13,-123.17,10.78,1.476,HIP1,777.9425080299958,15.028554,0.02149083,,0,high_pm;nearest,high_pm:368;nearest:491,2887328533953284096,True,,False,2887328533953284096,True,2887328533953284096
hipparcos2,27628,,5,0,87.73980343,-35.76929221,37.41,0.12,54.77,404.2,3.2833,1.146,HIP1,407.89385003944346,26.730822,0.0032076985,,0,brightest,brightest:216,2887731882922767744,True,,False,2887731882922767744,True,2887731882922767744
hipparcos2,27654,,5,0,87.82980354,-20.87751377,28.68,0.17,229.49,-648.41,3.9262,0.984,HIP1,687.8235153002549,34.867504,0.0059274756,,0,brightest;high_pm,brightest:441;high_pm:498,2965792913525710976,True,,False,2965792913525710976,True,2965792913525710976
hipparcos2,27887,,5,0,88.51792243,-60.02332464,76.95,0.37,-52.65,-60.46,7.292,0.935,HIP1,80.17127977025189,12.995452,0.0048083174,,0,nearest,nearest:346,4758877919212831104,True,,False,4758877919212831104,True,4758877919212831104
hipparcos2,27913,,5,0,88.59618362,20.27641465,115.43,0.27,-162.54,-99.51,4.5219,0.594,HIP1,190.58198157223572,8.6632595,0.00233908,,0,nearest,nearest:133,,False,3399063235755057792,True,3399063235755057792,True,
hipparcos2,28035,,5,0,88.92919901,-26.85648089,68.57,2.17,314.11,-9.65,10.8762,1.054,HIP1,314.2581973473405,14.583637,0.031646494,,0,nearest,nearest:454,2910909931633597312,True,,False,2910909931633597312,True,2910909931633597312
hipparcos2,28103,,5,0,89.10132629,-14.16803817,67.21,0.25,-42.06,139.26,3.7888,0.337,HIP1,145.47299130766507,14.878738,0.0037196847,,0,brightest;nearest,brightest:367;nearest:476,2995725777563537792,True,,False,2995725777563537792,True,2995725777563537792
hipparcos2,28754,,5,0,91.08191584,-55.31384243,35.25,2.65,676.81,339.38,12.2561,1.458,HIP1,757.1331194050356,28.368793,0.075177304,,0,high_pm,high_pm:394,5500061456275483776,True,,False,5500061456275483776,True,5500061456275483776
hipparcos2,28898,,5,0,91.51568121,-59.54137559,36.49,0.7,-224.75,-743.02,8.5814,0.844,HIP1,776.2675330709124,27.404768,0.019183336,,0,high_pm,high_pm:371,,False,5494452847462040192,True,5494452847462040192,True,
hipparcos2,29052,,5,0,91.93273441,-25.74436822,88.14,2.5,-184.04,-203.99,11.9293,1.6,HIP1,274.7410448040118,11.345587,0.028363967,,0,nearest,nearest:257,2911981886751531648,True,,False,2911981886751531648,True,2911981886751531648
hipparcos2,29271,,5,0,92.55918066,-74.75252786,98.06,0.14,121.8,-212.34,5.2164,0.714,HIP1,244.79280136474603,10.197839,0.0014276974,,0,nearest,nearest:197,5264749303462961280,True,,False,5264749303462961280,True,5264749303462961280
hipparcos2,29277,,5,0,92.58180713,82.11000329,106.69,1.31,50.62,-1336.14,10.5165,1.514,HIP1,1337.098531896584,9.37295,0.012278563,,0,high_pm;nearest,high_pm:115;nearest:165,1143321672882274560,True,,False,1143321672882274560,True,1143321672882274560
hipparcos2,29295,,5,0,92.64458957,-21.86290756,173.81,0.99,-137.09,-713.66,8.1993,1.487,HIP1,726.7078255392603,5.753409,0.005695875,,0,nearest;high_pm,nearest:57;high_pm:438,2940856402123426176,True,,False,2940856402123426176,True,2940856402123426176
hipparcos2,29322,,5,2,92.74845964,-65.20393736,35.48,2.09,173.97,-757.8,11.3923,1.42,HIP1,777.5129586701432,28.184893,0.058906425,,0,high_pm,high_pm:370,5476589734884246528,True,,False,5476589734884246528,True,5476589734884246528
hipparcos2,30122,,5,0,95.07827961,-30.06337653,9.0,0.13,7.32,4.03,2.9524,-0.16,HIP1,8.356033748136733,111.111115,0.014444444,,0,brightest,brightest:156,2896572746685604480,True,,False,2896572746685604480,True,2896572746685604480
hipparcos2,30324,,5,0,95.67494722,-17.95591681,6.62,0.22,-3.23,-0.78,1.8911,-0.24,HIP1,3.322845166419886,151.0574,0.03323263,,0,brightest,brightest:38,,False,,False,,False,
hipparcos2,30343,,5,0,95.73996356,22.51385018,14.08,0.71,56.39,-110.03,2.9141,1.621,HIP1,123.63831525866081,71.02273,0.050426137,,0,brightest,brightest:142,,False,3377166289889430656,True,3377166289889430656,True,
hipparcos2,30438,,5,0,95.9878779,-52.69571787,10.55,0.56,19.93,23.24,-0.5536,0.164,HIP1,30.61539645341866,94.78673,0.053080566,,0,brightest,brightest:2,,False,,False,,False,
hipparcos2,30476,,5,0,96.10171464,-42.84940795,35.81,0.32,-77.14,777.98,6.8061,0.673,HIP1,781.795024287057,27.92516,0.008936051,,0,high_pm,high_pm:364,5569858798004394624,True,,False,5569858798004394624,True,5569858798004394624
hipparcos2,30920,,5,1,97.34581159,-2.81247675,242.32,3.12,705.28,-611.92,10.9841,1.69,HIP1,933.7376316717667,4.1267743,0.0128755355,,0,nearest;high_pm,nearest:26;high_pm:243,,False,,False,,False,
hipparcos2,31300,,5,0,98.46009436,-58.53039361,60.77,1.94,-400.13,794.86,11.6409,1.5,HIP1,889.8912498165155,16.455488,0.031923648,,0,high_pm,high_pm:268,5482827676662168832,True,,False,5482827676662168832,True,5482827676662168832
