catalog,cohort,cohort_rank,source_id,ra,dec,ref_epoch,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,astrometric_params_solved,non_single_star,duplicated_source,visibility_periods_used,astrometric_excess_noise,astrometric_sigma5d_max,ipd_frac_multi_peak,ipd_frac_odd_win,phot_g_mean_mag,phot_g_mean_flux_over_error,phot_bp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_mag,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,phot_variable_flag,teff_gspphot,pm_total_masyr,r_pc_parallax,parallax_frac_error,quality_flags,quality_flag_count
gaia_dr3,brightest,173,4676528209144882304,63.60655843373849,-62.473612611773696,2016.0,20.34313182746785,0.18591134,45.06855876071067,0.24976826,42.94752571508745,0.34272498,4.0923905,95,0,False,14,1.3278862,0.47889832,1,0,3.1259058,1063.608,3.7202733,77.91835,2.571394,145.97316,1.1209729,1.1488793,NOT_AVAILABLE,,62.2548387984077,49.156639620737884,0.009138776864760704,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,174,5333974693006467328,173.94499364430385,-63.01986715208006,2016.0,8.276956632943902,0.25370505,-33.86288401530731,0.2718294,-7.235567957846115,0.27934083,2.6059315,95,0,False,22,2.0424616,0.4534895,0,0,3.1292858,529.0429,3.3398247,44.143337,3.0674758,386.63852,1.0429753,0.27234888,NOT_AVAILABLE,,34.627277650816914,120.81735405255175,0.03065197339705334,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,175,4573412435280434560,258.7578570009893,24.83850638924531,2016.0,42.48084539964649,0.22191322,-20.95395629310213,0.18938392,-156.76715982654696,0.21047005,3.0741808,95,0,False,25,1.9144039,0.291957,1,0,3.130809,545.54724,3.339933,67.020805,2.9954538,424.45322,1.0749834,0.34447908,NOT_AVAILABLE,,158.1613438372833,23.540021169360287,0.005223841861209209,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,176,2470140321630664064,17.148438895614227,-10.182882334720631,2016.0,27.060320608827386,0.17985578,215.92223883038398,0.29751405,-139.02898214239448,0.22619869,2.5660274,95,0,False,13,0.9951983,0.43916982,0,0,3.1326482,1161.2521,3.8601105,102.16215,2.5125904,124.45298,1.1162293,1.3475201,NOT_AVAILABLE,,256.81018495588455,36.9544771643906,0.006646476271042078,ruwe_gt_1p4,1
gaia_dr3,brightest,177,3400796031719045632,83.05313628063799,18.59421655157538,2016.0,1.5207023448393597,0.26613823,0.9565282493019445,0.28591993,-4.511302181298485,0.17032059,2.662109,95,0,False,17,1.6211498,0.43313578,12,0,3.1337926,579.9094,4.637983,138.47723,2.3087018,119.72979,1.0814766,2.329281,NOT_AVAILABLE,,4.611593397373745,657.5908844972785,0.17501007129830667,ruwe_gt_1p4;parallax_frac_error_gt_0p1;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10,4
gaia_dr3,brightest,178,6444391655040244992,300.4366214992657,-59.37600436673482,2016.0,5.910175014550325,0.3115359,21.29069166580847,0.27828187,-24.314009837152224,0.2748825,2.116435,95,0,False,16,1.7997589,0.41845372,28,0,3.137527,170.68744,5.3753304,31.674643,2.2563672,63.796986,1.0400411,3.1189632,VARIABLE,,32.31817794940893,169.1997271718839,0.05271178841638097,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4
gaia_dr3,brightest,179,6210176643031265920,234.25595511298545,-28.135058413293958,2016.0,15.526662420405081,0.24646915,-16.26113271216898,0.27759424,11.71084483256042,0.22330767,2.9491231,95,0,False,11,1.0166496,0.46151555,0,0,3.1413295,575.9826,4.0256643,55.437595,2.4761531,69.253914,1.0979224,1.5495112,NOT_AVAILABLE,,20.039169737668253,64.40534178715728,0.015873930164801403,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,180,454491381981202944,42.67433778950114,55.89543428763181,2016.0,3.265744722465881,0.18729608,16.34593379861261,0.1819834,-13.51791178717059,0.2169002,2.8863773,95,0,False,15,1.0916281,0.31647655,0,0,3.1448548,709.38043,4.168305,70.28948,2.4154346,96.99493,1.106646,1.7528703,NOT_AVAILABLE,,21.211400020610416,306.20886964028387,0.057351720212729815,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,181,5964991494281655808,253.64509209283676,-42.36233289362051,2016.0,24.23533101426504,0.19854708,-126.7206136099607,0.21706197,-228.83732907409123,0.17671582,2.9223866,95,0,False,16,1.1710473,0.3222301,2,0,3.1452072,878.28613,4.0104594,88.26586,2.4793084,99.22617,1.104134,1.531151,NOT_AVAILABLE,,261.5810335086412,41.26207310357737,0.008192464136030224,ruwe_gt_1p4;astrometric_excess_noise_gt_1,2
gaia_dr3,brightest,182,1041808368494264576,127.56491125025244,60.71768972076183,2016.0,17.933453100456937,0.14564699,-133.6435612588574,0.09097721,-107.664450660585,0.112253256,1.2167418,95,0,False,20,1.0029354,0.15769026,0,0,3.1493552,1141.0916,3.7428923,75.237854,2.621418,162.57741,1.1043328,1.1214743,NOT_AVAILABLE,5114.489,171.61653592237408,55.76170938181004,0.008121525092222174,astrometric_excess_noise_gt_1,1
gaia_dr3,brightest,183,6195030801635544704,202.42798835570676,-23.28126748094725,2016.0,6.735509777640576,0.4634702,-54.21311701177379,0.471483,11.79364794852804,0.29768828,2.9133182,95,0,False,13,2.6119707,0.677528,44,0,3.1524858,50.904152,6.836329,8.411665,2.325069,32.688435,0.92631567,4.51126,VARIABLE,,55.4810975744541,148.46686190251455,0.0688099648080127,ruwe_gt_1p4;astrometric_excess_noise_gt_1;ipd_frac_multi_peak_gt_10;phot_variable,4
