source_id,original_ext_source_id,angular_distance,number_of_neighbours,xm_flag
2713996126469641984,114347,0.08509964,1,16
2090687795056051328,92420,0.008640892,1,8
2921973698674974592,33152,0.008469427,1,8
3520586071217872896,60965,0.02023796,1,8
2603090003484152064,113020,0.0050912923,1,8
2470140321630664064,5364,0.007108494,1,8
3630035787972473600,65877,0.0052281036,1,8
3101923001490347392,32984,0.003590242,1,8
3689602277083844480,62687,0.0010476058,1,8
3136952686035250688,37766,0.0048899762,1,8
2552925644460225152,3765,0.0006480391,1,8
3305012316783533056,18724,0.0033433922,1,8
3360277997443303424,34909,0.018067447,1,8
2195115561168483712,102422,0.0065539456,1,8
2896572746685604480,30122,0.02975097,1,8
3490322803937287680,57613,0.0069152378,1,8
3139847906307949696,36208,0.009412387,1,72
3288921720025503360,22449,0.008015933,1,8
3340477717172813568,26857,0.033982802,1,72
1988193348344678656,111169,0.0045139324,1,8
3478394889483944320,56343,0.0033765535,1,8
2971266110612490624,25985,0.0085592605,1,8
3214077516844988800,25281,0.019120743,1,8
2591891443195067264,7097,0.05275521,1,8
3402918982515591168,26451,0.5115154,1,16
1876510592179455744,112748,0.0058876863,1,8
1893189736896880640,108706,0.008750077,1,8
1907131544341497600,109937,0.0034036145,1,8
2139664063041544576,94779,0.0055705938,1,8
3536123338748976256,54532,0.00047402098,1,8
2603370653827638656,112716,0.015302731,1,8
3041619014955371392,37447,0.007105752,1,8
2683023811628007296,108782,0.0006641583,1,8
3334901543952614528,26366,0.00416445,1,8
3338097377577012480,25578,0.009459562,1,8
3736865265441207424,63608,0.013211795,1,8
2769202742740232960,1067,0.04206955,1,8
2828928008202069376,113296,0.0024249912,1,8
2817999068780218368,115332,0.008160694,1,8
2079784488001577600,97165,0.028603392,1,8
2887731882922767744,27628,0.004801301,1,8
2442861747380543104,154,0.0059164353,1,8
3738099879558957952,65859,0.004385897,1,72
3400796031719045632,25945,0.009599588,1,8
2090085056523454464,91699,0.003274209,1,8
2202630001603369856,107259,0.012130635,1,8
2255173119658513408,94376,0.012347519,1,8
3184351876391975808,21556,0.0018659903,1,8
3209938366665770752,25878,0.0048579318,1,72
3232262786334597888,22797,0.018862218,1,8
3296627028792695168,22667,0.031333648,1,8
3312052249215275904,20205,0.007341819,1,8
3168265196643846400,35350,0.00685159,1,8
1939115478598580352,116584,0.002044662,1,8
4722111590409480064,15330,0.0011481054,1,8
5250032958818831360,47854,0.0037655635,1,8
4911306239828325760,7751,0.11866345,1,72
4775977077371116672,21281,1.2637532,1,16
5412250540681250560,47780,0.014202245,1,72
4426032591025363200,77622,0.006267602,1,8
4482432246132106496,88771,0.01106743,1,8
4314399312979641728,93747,0.011185328,1,8
3992011061833780096,54951,0.01916274,1,8
4572835535272627712,83043,0.0013162394,1,8
5260759175761501696,31293,0.014173236,1,72
5300734910309994240,45496,0.006542087,1,8
4776266794388393472,22738,0.02658855,1,72
5540591825707339648,40091,0.0048128795,1,8
4389844948935164544,85665,0.0021319778,1,8
5337891256535666176,54463,0.003006253,1,8
4870527586937201408,20042,0.01145871,1,8
4109030160308317312,84405,0.014802559,1,72
5153091836072107136,14101,0.28214934,1,72
4254395871029677952,93805,0.039172348,1,8
3897724469419137664,57380,0.027173925,1,8
4857520536178521344,18180,0.005627829,1,8
4337352305320149760,81377,0.060235914,1,8
4278722497040124032,91668,0.00859278,1,8
4031586157514097024,57802,0.0014245431,1,8
4034171629042489088,57939,0.047167677,1,72
4683897617110115200,2021,0.01777542,1,8
4936685751336237056,10602,0.0051854113,1,8
4810594479418041856,24186,0.33644995,1,72
4984184825454337408,6351,0.0010089087,1,8
4878631812268014464,21393,0.004714882,1,8
4109034455276324608,84478,0.0045899157,1,8
5114760146310175488,17593,0.012880276,1,8
4240272953377646592,97804,0.0033534989,1,8
4375233191015944192,85295,0.0033975467,1,72
4472097420946809600,87108,0.0084809875,1,8
4293318823182081408,94761,0.0030842482,1,8
3864615459886222464,53020,0.00277411,1,8
5253347574087339776,50371,0.009901149,1,8
5255378028454342272,51232,0.011825438,1,8
5339892367684811520,55042,0.009034721,1,8
4933453324590295040,5165,0.8945721,1,16
5381537023379295232,57443,0.008252499,1,8
5044368071870093312,13847,0.008028795,1,8
5528866839863569024,42808,0.0013264635,1,8
4072953671943400832,92041,1.290579,1,16
5173421634271199104,13701,0.011460321,1,8
4017860992519744384,57087,0.004712395,1,8
5242895960110588160,50099,0.022302132,1,8
5330160246631998848,44511,0.002087996,1,8
4110730486352950144,84970,0.54209316,1,16
5164120762333028736,17378,0.00885745,1,8
4574048021719710848,84794,0.0058066864,1,8
5260759175761502976,31292,0.032195862,1,8
4929469381645492864,7083,0.0061245826,1,8
4076915349846977664,90496,0.019432772,1,8
4084834822776246272,93085,0.004133718,1,8
4156500578347841408,91117,0.0031671058,1,8
4418203587193988480,74537,0.005298715,1,72
4473334474604992384,86742,0.0086036,1,8
3936909723803146368,64797,0.05954657,1,72
3988987164339438208,53767,0.0016061867,1,8
4609802834185436928,87808,0.0050380337,1,8
5195968563310843008,46120,0.0018441001,1,8
5199386085968886528,51839,0.008263766,1,8
4629125170492116224,17678,0.0019129469,1,8
5239828735016184448,52419,0.055641938,1,8
4679407039823519232,18744,0.0033308042,1,8
5136659462996725888,9347,0.0018592675,1,8
4364527594192166400,83591,0.0032842509,1,8
4356298849169862784,79882,0.014728177,1,8
3840711729206827520,46655,0.011031871,1,8
4429785739602747392,77070,0.0039145076,1,8
4310275491469537152,92871,0.0029234258,1,8
4529285391533766400,90139,0.005707581,1,8
5306951892646516992,46701,0.0061644027,1,8
5310393535853560576,45941,0.40621313,1,16
4082115215112774272,94141,0.012875365,1,8
4269932382607207040,89962,0.0128288,1,8
5308225539451195520,48774,0.0056574116,1,8
4846689899968623744,16536,0.003209636,1,8
5449188358930264704,51172,0.0025351632,1,8
3748360796947806208,51069,0.0092482865,1,8
5160075762132996992,13402,0.0022250635,1,8
4282578724832056576,93101,0.0032292807,1,8
4296708789290712064,98036,0.0017873271,1,8
4444057469252265984,83000,0.011936807,1,8
5263150888430619904,37504,0.0059412248,1,8
5269012591076800256,35228,0.012276833,1,8
5332606522595645952,57367,0.0104505485,1,72
4679700059672168960,18597,0.002505719,1,8
5412947081295024896,48331,0.0019913719,1,8
5512070906394195968,36377,0.04586243,1,8
4840356816072211712,19747,0.007336953,1,8
4951967794731342464,12486,0.0040426096,1,8
5538814190283894656,37819,0.0005503416,1,8
4610177733290768896,88972,0.0008992271,1,8
5249119024128109952,48002,0.025362778,1,8
5253796346624992128,51576,0.029406678,1,8
5134635708766250752,8768,0.0018593447,1,8
4330690742322011520,80824,0.006015035,1,72
3828238392559860992,49986,0.0029011304,1,8
4302054339959905920,97278,0.026992677,1,8
4657193606465368704,27080,0.002032254,2,8
4722135642226902656,15371,0.0025909336,1,8
4792774797545800832,27321,0.006426579,1,8
4990516294443333504,765,0.006271326,1,8
4049506483413484672,89931,0.019643366,1,8
4093933487636355968,89341,0.030597502,1,16
4164319171172759040,88048,0.011716363,1,8
4339465360510320128,82809,0.010642881,1,8
4177731838628465408,88574,0.0023441694,1,8
3855208897392952192,51317,0.00293009,1,8
4433711099194059904,80837,0.001938845,1,8
3970052886914547712,54879,0.019546634,1,8
4721111481504887040,13389,0.003993407,1,8
4780294722094459904,19394,0.006449009,1,8
4935615308047192576,6867,0.01621632,1,8
4803692295174064256,28328,0.009216029,1,8
5463554406059006336,49091,0.0040580053,1,8
4081642115877635840,93683,0.0062125237,1,8
4358031335898505472,81300,0.0033260065,1,8
3910661735547769344,55988,0.00020989918,1,8
3928391218812375808,61706,0.0011976497,1,8
4025850731201819392,56997,0.0017506505,1,8
5524834518404115840,42884,0.005359523,1,8
5099455184968674560,15474,0.03112385,1,8
4125171197089493760,86263,0.013890945,1,8
4364480521350598144,83599,0.002653309,1,8
4519789321942643072,93873,0.0026808619,1,8
4584613194593381888,87933,0.004104255,1,8
5267405895350690304,34481,0.0022534316,1,8
4900108950849461248,1599,0.0072755674,1,8
5300300156538723328,45556,0.5524531,1,16
5425628298649940608,47425,0.00034628238,1,8
5534788672055388032,39429,0.84811586,1,16
4224225924761329792,99473,0.018674262,1,8
4550763526539955712,86287,0.00073704234,1,8
4573412435280434560,84379,0.012635351,1,8
5264749303462961280,29271,0.0017955807,1,8
5299440441521812992,45908,0.0017482003,1,8
4946938113149426944,11964,0.0041719065,1,8
5557271829408912896,31685,0.016998116,1,8
5020179503252128768,9786,0.0059470814,1,8
4357027756659697664,79593,0.012304406,1,8
4381250547575102208,82588,0.0027270664,1,8
3796442680948579328,57757,0.014857666,1,8
4472832130942575872,87937,0.39442527,1,72
4519789081415296128,93899,0.003328647,1,8
5273030069128572928,41312,0.0075884024,1,8
4757601523650165120,26069,0.0096161235,1,8
4981626021378444928,4964,0.0015840759,1,8
5382868669400908928,56244,0.0033934086,1,8
3827873938815011200,47431,0.007475101,1,8
3796072592206250624,57548,0.0083286585,1,8
4389237503121158016,85355,0.004427212,1,8
4646535078125821568,14754,0.0016454395,1,8
4662889729476972416,21609,0.005131788,1,8
4075141768785646848,92403,0.0028457954,1,8
4201781696994073472,95071,0.0039592707,1,8
3870025847369674624,51624,0.016146962,1,8
5935906628641616128,83153,0.0038868804,1,8
6209215257553893760,76600,0.80929524,1,16
5715352842388433664,37217,0.0022445053,1,8
6885776098199761024,104432,0.0077490555,1,72
6324308389531786112,70975,0.0026130837,1,8
6890353330746858368,103388,0.0066032084,1,8
5909069886210174080,86929,0.003522685,1,8
6406700636957782144,111310,0.010026663,1,8
6409685433069148288,108569,0.0014156775,1,8
6520955322608285824,111043,0.0077564586,1,8
5958043164999014400,87073,0.020819502,1,8
6161403234933741312,65936,0.4944485,1,16
6322070093095493504,74995,0.0005224259,1,8
6382933589314905472,110618,0.0023052322,1,8
6078114541943893888,61629,0.0018229369,1,8
6093220251160674688,69996,0.013536312,1,8
5640565607657897728,41926,0.0013185949,1,8
6044420729667868928,81266,0.61180526,1,16
6235406071207202688,78265,0.017308742,1,8
6425343818681031040,102395,0.0071655842,1,8
6401464693867773568,105858,0.0022344976,1,8
6673000841376349696,99701,0.0037229275,1,8
5610441600394646016,33856,0.0023307756,1,8
5698015743046182272,39757,0.01350408,1,8
6324325225803432320,71253,0.0042815525,1,8
5690980582306104448,48336,0.008947919,1,72
5778842011026728704,80047,0.01602764,1,8
5917537534527580160,83081,0.015595744,1,8
6080301367488384896,63833,0.0015876968,1,8
5998019895874780928,78384,0.010146954,1,8
5657274198660921472,48659,0.0065587503,1,8
6880093650314169984,100064,0.0078077186,1,8
6110381256839901440,68245,0.018678624,1,8
6002807341299977216,76074,0.0019154848,1,8
6021430250773348736,80018,0.087804064,1,72
6198060746449027968,73903,0.0022059972,1,8
5786929090848333568,68815,0.029039716,1,8
5843518239925459456,63613,0.037389304,1,8
5859405805013401984,59929,0.013456432,1,8
5922444483103229952,85258,0.020649752,1,8
5946986063684477056,86057,0.15565816,1,72
6674382927491854848,101772,0.013166443,1,8
6697578465310949376,99461,0.02943291,1,72
5583216215017531648,32759,0.00794423,1,8
6048602103663486592,80112,0.5493072,1,16
6232511606838403968,73184,0.05191952,1,72
6832916148981189760,104777,0.0016761797,1,8
6307365499463905536,74234,0.024974514,1,72
6268770373590148224,76976,0.0030085377,1,8
5773473920382493440,72370,0.006282381,1,8
5853498713190525696,70890,0.042399194,1,72
6071060144089351808,59747,0.029985571,1,8
5835113573101867520,79537,0.0009214079,1,8
6002777448326587264,76297,0.760521,2,16
5605797194566011520,35904,0.16751692,1,16
6847167606385195648,99825,0.006645291,1,72
6419476755916988032,91792,0.00692807,1,8
6227443304915069056,73714,0.036179047,1,8
6903096911032851584,102618,0.045004927,1,8
5902750168276592256,75181,0.0045544966,1,8
6112195451032545024,67464,0.01154745,1,8
5961206940987571200,86670,0.6371553,1,16
6801963487915169920,102978,0.013345735,1,8
6294928369390563968,67164,0.009073837,1,8
6304988355324252928,69427,0.009760406,1,8
6913577284069471616,102624,0.0034413848,1,8
6378584028690858496,113229,0.0072304825,1,72
5823955832142075776,76440,0.005973736,1,8
5955305209191546112,86214,0.011094185,1,72
6484716209628726912,103458,0.0017734396,1,8
5908509891197204480,73273,1.3127254,1,16
6583272171336048640,105090,0.010124653,1,72
6794047652729201024,102409,0.001432929,1,8
6288325222245417856,67487,0.0032850306,1,8
5664814198431308288,47103,0.00085292064,1,8
6859076107589173120,100568,0.0038842445,1,8
6307374845312759552,74235,0.025143052,1,72
6427464123776727168,99240,0.00879753,1,8
5918660719983560192,86990,0.010138256,1,8
6705977119250947712,88714,0.026761761,1,8
6704767209778958976,90568,0.008058383,1,8
5905821894507108864,71860,0.73853976,1,16
6133474952391837824,61874,0.010299888,1,8
6553614253923452800,114046,0.00821604,1,72
5639188675501966464,42828,0.013718872,1,8
6265374394490973184,76333,0.00527998,1,8
6396597121531742336,106044,0.012480459,1,8
5823248090239625088,74946,0.016297657,1,8
5926920079553285760,82363,0.005158833,1,8
5888394463447019392,74395,0.007483289,1,8
5935306123457567616,80000,0.001992731,1,8
6562924609150908416,106440,0.013537317,1,72
6521011466420795392,110997,0.0047067325,1,8
6328672145023976960,70956,0.00074892625,1,8
5842864786417716608,61199,0.0023288792,1,8
5971244451311982336,82545,0.013223196,1,8
6020624858523492352,81304,0.006725569,1,8
6709267613942522496,90422,0.009045068,1,8
6803883097774049280,104234,0.010210236,1,8
6254033894121581952,76901,0.03931124,1,8
6882393725554653056,104059,0.0036890754,1,8
6351709524967494528,110256,0.008924246,1,8
5951824121022278144,85523,0.003188829,1,8
5951165616611763456,84720,0.09146777,1,72
6109087784495371648,67472,0.016468095,1,8
5908713025970995584,73334,0.73129284,1,16
6760703042771435136,93506,0.8168219,1,16
5606936597848690432,35205,0.0018291752,1,8
5775835843156608256,81065,0.0047489298,1,8
5965222838410499328,84143,0.008577145,1,8
5589311357728452608,35264,0.03005363,1,8
6882963066420161664,103039,0.009514899,1,8
5912398348432135552,85727,0.026852543,1,8
6000130236649730432,75264,0.7396995,1,16
6377828354964753792,117828,0.0032618837,1,8
5964991494281655808,82729,0.0019780726,1,8
6007749027577770496,75177,0.013765271,1,8
6604147121141267712,113283,0.0016716506,1,8
6270558110774003968,68895,0.009802201,1,8
6838311796136238976,107556,0.040513802,1,8
6380214844952702848,116745,0.022123646,1,72
5828952940687722496,79664,0.0033984156,1,8
6058271964884299520,60260,0.008357522,1,8
6412595290592307840,108870,0.067865975,1,72
6750856228950043264,98688,0.004825218,1,8
4761346872572913408,24316,0.0030484204,1,8
4934923028038871296,5862,0.000751335,1,8
2910909931633597312,28035,0.0055539166,1,8
3250489115709122560,17147,0.003744657,1,8
3216486478101982592,26551,0.025535567,1,72
630505494719360,14445,0.0012492386,1,8
466294295706341760,14286,0.056516316,1,72
4708607629114652032,3497,0.0015724229,1,8
2333676738050041728,738,0.003110725,1,8
2936850125355960576,30256,0.002957993,1,8
2460983348274381696,8691,0.002925901,1,8
2550696212836482944,3086,0.028067822,1,72
3400292798990117888,25278,0.003443336,1,8
2860379125997924480,1386,0.00081868353,1,8
523313040665475968,5353,0.0033525084,1,8
5173999736868992512,12749,0.0018794778,1,8
3318145192902885504,28940,0.005635242,1,8
3411339626674506624,21818,0.0017515317,1,8
219375904303684224,18614,0.028894346,1,8
943770757800160384,32560,0.003623999,1,8
2979590513145784192,22762,0.0020659943,1,8
5170039467784804096,15919,0.00091689115,1,8
3204884534485995264,21444,0.013586681,1,8
3394298532176344960,25220,0.0012375471,1,8
87921523897823872,12097,0.00231671,1,8
2860924621205256704,544,0.0034826915,1,8
263916708025623680,26779,0.000734156,1,8
5482827676662168832,31300,0.0020636814,1,8
5569858798004394624,30476,0.0015919681,1,8
5117974602912370432,10798,0.0023250447,1,8
2980492387558410112,22263,0.0012876398,1,8
3338162729799839104,25953,0.007255323,1,8
3456337827237371264,27207,0.009211708,1,72
4971681351020953088,10617,0.003795616,1,8
125820586283986816,15495,0.05192113,1,72
364785939116867072,4436,0.02439805,1,8
369092520004831232,3206,0.002437308,1,8
348020482735930112,7513,0.020784643,1,8
5026317114598696960,5004,0.00052195624,1,8
5042734468172061440,7170,0.017646674,1,72
5091077112524265344,19165,0.0027439946,1,8
2498783458525988992,12387,0.014928367,1,8
111379432679196672,15332,0.008184822,1,8
246137776809763712,19343,0.022172289,1,8
459661938487951360,13716,0.05370433,1,8
5476589734884246528,29322,0.003912571,1,8
4726357491998516480,12261,0.010270677,1,8
5500061456275483776,28754,0.0012920974,1,8
3213958769587525888,24819,0.054370157,1,72
3263836568394170880,16852,0.008595737,1,8
3374633977170787072,28671,0.009115741,1,8
269067920001221888,28368,0.0010940119,1,8
567659818855055488,15638,0.0020853356,1,8
4833654227548585856,16711,0.002245287,1,8
5031808453624044800,4148,0.0011490477,1,8
3210731015768096000,25623,0.0021585175,1,8
3225773709225508736,22109,0.027156916,1,8
3285409673726608768,21000,0.1943095,1,72
70051608089857536,17609,0.0051302644,1,8
3297007356736766080,18907,0.012554718,1,8
65283232316451328,17573,0.036607116,1,8
235383247412615936,15366,0.0021378393,1,8
505516521175942784,9291,0.002230354,1,8
208396456066072704,24463,0.013275465,1,8
954713853434626176,32919,0.0021057455,1,8
4780166972587269120,19884,0.0022105833,1,8
5138895143797571712,7618,0.0032222006,1,8
6989290475763456,14023,0.00041730673,1,8
188771135583573504,24813,0.002755121,1,8
546439965996109696,9598,0.012662079,1,8
4763897739549071744,23708,0.001610555,1,8
2456594647612706432,6097,0.0039358786,1,8
4623036865373793408,26394,0.015282367,1,72
4906784051581971200,3170,0.0020256815,1,8
4924948121112352128,3306,0.0027471299,1,8
5107106033552702208,17420,0.0024560187,1,8
383426372059603712,1368,0.0014566531,1,8
405987526029851264,8068,0.00070643745,1,8
461701979229013376,15220,0.036441077,1,72
532855499837123584,4454,0.0012895125,1,8
2887328533953284096,27359,0.0026799294,1,8
5129338021224785408,12843,0.44313526,1,72
3288082758293022848,22627,0.012518137,1,72
3407792804024921344,24301,0.00095860445,1,8
